location_id,location_number,location_name,location_address,governorate,district,main_committee_id,police_department,total_voters
543,543,,,كفر الشيخ,مطوبس,,,197
544,544,,,كفر الشيخ,مطوبس,,,197
545,545,,,كفر الشيخ,مطوبس,,,197
546,546,,,كفر الشيخ,مطوبس,,,197
547,547,,,كفر الشيخ,مطوبس,,,196
548,548,,,كفر الشيخ,مطوبس,,,197
549,549,,,كفر الشيخ,مطوبس,,,197
550,550,,,كفر الشيخ,مطوبس,,,197
551,551,,,كفر الشيخ,مطوبس,,,197
552,552,,,كفر الشيخ,مطوبس,,,197
553,553,,,كفر الشيخ,مطوبس,,,197
554,554,,,كفر الشيخ,مطوبس,,,197
555,555,,,كفر الشيخ,مطوبس,,,197
556,556,,,كفر الشيخ,مطوبس,,,197
557,557,,,كفر الشيخ,مطوبس,,,197
558,558,,,كفر الشيخ,مطوبس,,,197
559,559,,,كفر الشيخ,مطوبس,,,197
560,560,,,كفر الشيخ,مطوبس,,,197
561,561,,,كفر الشيخ,مطوبس,,,22
562,562,جزيرة الفرس للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
563,563,,,كفر الشيخ,مطوبس,,,197
564,564,,,كفر الشيخ,مطوبس,,,197
565,565,,,كفر الشيخ,مطوبس,,,196
566,566,,,كفر الشيخ,مطوبس,,,197
567,567,,,كفر الشيخ,مطوبس,,,197
568,568,,,كفر الشيخ,مطوبس,,,197
569,569,,,كفر الشيخ,مطوبس,,,197
570,570,,,كفر الشيخ,مطوبس,,,197
571,571,,,كفر الشيخ,مطوبس,,,197
572,572,,,كفر الشيخ,مطوبس,,,197
573,573,,,كفر الشيخ,مطوبس,,,198
574,574,,,كفر الشيخ,مطوبس,,,197
575,575,,,كفر الشيخ,مطوبس,,,196
576,576,,,كفر الشيخ,مطوبس,,,196
577,577,,,كفر الشيخ,مطوبس,,,197
578,578,,,كفر الشيخ,مطوبس,,,197
579,579,,,كفر الشيخ,مطوبس,,,197
580,580,,,كفر الشيخ,مطوبس,,,197
581,581,,,كفر الشيخ,مطوبس,,,197
582,582,,,كفر الشيخ,مطوبس,,,197
583,583,,,كفر الشيخ,مطوبس,,,197
584,584,,,كفر الشيخ,مطوبس,,,17
585,585,اليسرى البتدائية,,كفر الشيخ,مطوبس,,,152
586,586,,,كفر الشيخ,مطوبس,,,197
587,587,,,كفر الشيخ,مطوبس,,,197
588,588,,,كفر الشيخ,مطوبس,,,197
589,589,,,كفر الشيخ,مطوبس,,,197
590,590,,,كفر الشيخ,مطوبس,,,197
591,591,,,كفر الشيخ,مطوبس,,,197
592,592,,,كفر الشيخ,مطوبس,,,197
593,593,,,كفر الشيخ,مطوبس,,,197
594,594,,,كفر الشيخ,مطوبس,,,197
595,595,,,كفر الشيخ,مطوبس,,,197
596,596,,,كفر الشيخ,مطوبس,,,197
597,597,,,كفر الشيخ,مطوبس,,,196
598,598,,,كفر الشيخ,مطوبس,,,197
599,599,,,كفر الشيخ,مطوبس,,,197
600,600,,,كفر الشيخ,مطوبس,,,198
601,601,,,كفر الشيخ,مطوبس,,,197
602,602,,,كفر الشيخ,مطوبس,,,197
603,603,,,كفر الشيخ,مطوبس,,,197
604,604,,,كفر الشيخ,مطوبس,,,197
605,605,,,كفر الشيخ,مطوبس,,,197
606,606,,,كفر الشيخ,مطوبس,,,125
607,607,طلمبات زغلول البتدائية,,كفر الشيخ,مطوبس,,,152
608,608,,,كفر الشيخ,مطوبس,,,197
609,609,,,كفر الشيخ,مطوبس,,,197
610,610,,,كفر الشيخ,مطوبس,,,198
611,611,,,كفر الشيخ,مطوبس,,,197
612,612,,,كفر الشيخ,مطوبس,,,197
613,613,,,كفر الشيخ,مطوبس,,,197
614,614,,,كفر الشيخ,مطوبس,,,196
615,615,,,كفر الشيخ,مطوبس,,,197
616,616,,,كفر الشيخ,مطوبس,,,197
617,617,,,كفر الشيخ,مطوبس,,,197
618,618,,,كفر الشيخ,مطوبس,,,197
619,619,,,كفر الشيخ,مطوبس,,,196
620,620,,,كفر الشيخ,مطوبس,,,197
621,621,,,كفر الشيخ,مطوبس,,,197
622,622,,,كفر الشيخ,مطوبس,,,197
623,623,,,كفر الشيخ,مطوبس,,,197
624,624,,,كفر الشيخ,مطوبس,,,197
625,625,,,كفر الشيخ,مطوبس,,,197
626,626,,,كفر الشيخ,مطوبس,,,197
627,627,,,كفر الشيخ,مطوبس,,,197
628,628,,,كفر الشيخ,مطوبس,,,197
629,629,,,كفر الشيخ,مطوبس,,,197
630,630,,,كفر الشيخ,مطوبس,,,197
631,631,,,كفر الشيخ,مطوبس,,,197
632,632,,,كفر الشيخ,مطوبس,,,197
633,633,,,كفر الشيخ,مطوبس,,,197
634,634,,,كفر الشيخ,مطوبس,,,197
635,635,,,كفر الشيخ,مطوبس,,,197
636,636,,,كفر الشيخ,مطوبس,,,197
637,637,,,كفر الشيخ,مطوبس,,,196
638,638,,,كفر الشيخ,مطوبس,,,197
639,639,,,كفر الشيخ,مطوبس,,,197
640,640,,,كفر الشيخ,مطوبس,,,197
641,641,,,كفر الشيخ,مطوبس,,,197
642,642,,,كفر الشيخ,مطوبس,,,196
643,643,,,كفر الشيخ,مطوبس,,,197
644,644,,,كفر الشيخ,مطوبس,,,197
645,645,,,كفر الشيخ,مطوبس,,,197
646,646,,,كفر الشيخ,مطوبس,,,197
647,647,,,كفر الشيخ,مطوبس,,,196
648,648,,,كفر الشيخ,مطوبس,,,197
649,649,,,كفر الشيخ,مطوبس,,,197
650,650,,,كفر الشيخ,مطوبس,,,197
651,651,,,كفر الشيخ,مطوبس,,,197
652,652,,,كفر الشيخ,مطوبس,,,197
653,653,,,كفر الشيخ,مطوبس,,,143
654,654,عرب المحضر للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
655,655,,,كفر الشيخ,مطوبس,,,197
656,656,,,كفر الشيخ,مطوبس,,,197
657,657,,,كفر الشيخ,مطوبس,,,197
658,658,,,كفر الشيخ,مطوبس,,,197
659,659,,,كفر الشيخ,مطوبس,,,197
660,660,,,كفر الشيخ,مطوبس,,,197
661,661,,,كفر الشيخ,مطوبس,,,196
662,662,,,كفر الشيخ,مطوبس,,,197
663,663,,,كفر الشيخ,مطوبس,,,197
664,664,,,كفر الشيخ,مطوبس,,,197
665,665,,,كفر الشيخ,مطوبس,,,197
666,666,,,كفر الشيخ,مطوبس,,,197
667,667,,,كفر الشيخ,مطوبس,,,197
668,668,,,كفر الشيخ,مطوبس,,,197
669,669,,,كفر الشيخ,مطوبس,,,197
670,670,,,كفر الشيخ,مطوبس,,,197
671,671,,,كفر الشيخ,مطوبس,,,197
672,672,,,كفر الشيخ,مطوبس,,,197
673,673,,,كفر الشيخ,مطوبس,,,197
674,674,,,كفر الشيخ,مطوبس,,,129
675,675,الجزيرة الخضراء الثانوية المشتركة,,كفر الشيخ,مطوبس,,,153
676,676,,,كفر الشيخ,مطوبس,,,197
677,677,,,كفر الشيخ,مطوبس,,,197
678,678,,,كفر الشيخ,مطوبس,,,197
679,679,,,كفر الشيخ,مطوبس,,,197
680,680,,,كفر الشيخ,مطوبس,,,197
681,681,,,كفر الشيخ,مطوبس,,,197
682,682,,,كفر الشيخ,مطوبس,,,197
683,683,,,كفر الشيخ,مطوبس,,,197
684,684,,,كفر الشيخ,مطوبس,,,197
685,685,,,كفر الشيخ,مطوبس,,,197
686,686,,,كفر الشيخ,مطوبس,,,197
687,687,,,كفر الشيخ,مطوبس,,,197
688,688,,,كفر الشيخ,مطوبس,,,197
689,689,,,كفر الشيخ,مطوبس,,,197
690,690,,,كفر الشيخ,مطوبس,,,197
691,691,,,كفر الشيخ,مطوبس,,,197
692,692,,,كفر الشيخ,مطوبس,,,197
693,693,,,كفر الشيخ,مطوبس,,,198
694,694,,,كفر الشيخ,مطوبس,,,197
695,695,,,كفر الشيخ,مطوبس,,,198
696,696,,,كفر الشيخ,مطوبس,,,197
697,697,,,كفر الشيخ,مطوبس,,,197
698,698,,,كفر الشيخ,مطوبس,,,197
699,699,,,كفر الشيخ,مطوبس,,,197
700,700,,,كفر الشيخ,مطوبس,,,197
701,701,,,كفر الشيخ,مطوبس,,,197
702,702,,,كفر الشيخ,مطوبس,,,197
703,703,,,كفر الشيخ,مطوبس,,,197
704,704,,,كفر الشيخ,مطوبس,,,197
705,705,,,كفر الشيخ,مطوبس,,,139
706,706,الجزيرة الخضراء الثانوية المشتركة,,كفر الشيخ,مطوبس,,,153
707,707,,,كفر الشيخ,مطوبس,,,197
708,708,,,كفر الشيخ,مطوبس,,,197
709,709,,,كفر الشيخ,مطوبس,,,197
710,710,,,كفر الشيخ,مطوبس,,,197
711,711,,,كفر الشيخ,مطوبس,,,197
712,712,,,كفر الشيخ,مطوبس,,,197
713,713,,,كفر الشيخ,مطوبس,,,197
714,714,,,كفر الشيخ,مطوبس,,,197
715,715,,,كفر الشيخ,مطوبس,,,197
716,716,,,كفر الشيخ,مطوبس,,,197
717,717,,,كفر الشيخ,مطوبس,,,196
718,718,,,كفر الشيخ,مطوبس,,,196
719,719,,,كفر الشيخ,مطوبس,,,197
720,720,,,كفر الشيخ,مطوبس,,,197
721,721,,,كفر الشيخ,مطوبس,,,197
722,722,,,كفر الشيخ,مطوبس,,,197
723,723,,,كفر الشيخ,مطوبس,,,197
724,724,,,كفر الشيخ,مطوبس,,,197
725,725,,,كفر الشيخ,مطوبس,,,197
726,726,,,كفر الشيخ,مطوبس,,,197
727,727,,,كفر الشيخ,مطوبس,,,197
728,728,,,كفر الشيخ,مطوبس,,,197
729,729,,,كفر الشيخ,مطوبس,,,197
730,730,,,كفر الشيخ,مطوبس,,,197
731,731,,,كفر الشيخ,مطوبس,,,197
732,732,,,كفر الشيخ,مطوبس,,,197
733,733,,,كفر الشيخ,مطوبس,,,170
734,734,الجزيرة الخضراء الثانوية التجارية,,كفر الشيخ,مطوبس,,,153
735,735,,,كفر الشيخ,مطوبس,,,197
736,736,,,كفر الشيخ,مطوبس,,,197
737,737,,,كفر الشيخ,مطوبس,,,197
738,738,,,كفر الشيخ,مطوبس,,,197
739,739,,,كفر الشيخ,مطوبس,,,197
740,740,,,كفر الشيخ,مطوبس,,,197
741,741,,,كفر الشيخ,مطوبس,,,197
742,742,,,كفر الشيخ,مطوبس,,,197
743,743,,,كفر الشيخ,مطوبس,,,196
744,744,,,كفر الشيخ,مطوبس,,,197
745,745,,,كفر الشيخ,مطوبس,,,195
746,746,,,كفر الشيخ,مطوبس,,,197
747,747,,,كفر الشيخ,مطوبس,,,197
748,748,,,كفر الشيخ,مطوبس,,,198
749,749,,,كفر الشيخ,مطوبس,,,197
750,750,,,كفر الشيخ,مطوبس,,,197
751,751,,,كفر الشيخ,مطوبس,,,198
752,752,,,كفر الشيخ,مطوبس,,,197
753,753,,,كفر الشيخ,مطوبس,,,197
754,754,,,كفر الشيخ,مطوبس,,,197
755,755,,,كفر الشيخ,مطوبس,,,197
756,756,,,كفر الشيخ,مطوبس,,,197
757,757,,,كفر الشيخ,مطوبس,,,138
758,758,الشهيد عبدالنبى نصار العدادية بنات,,كفر الشيخ,مطوبس,,,152
759,759,,,كفر الشيخ,مطوبس,,,197
760,760,,,كفر الشيخ,مطوبس,,,197
761,761,,,كفر الشيخ,مطوبس,,,197
762,762,,,كفر الشيخ,مطوبس,,,197
763,763,,,كفر الشيخ,مطوبس,,,198
764,764,,,كفر الشيخ,مطوبس,,,197
765,765,,,كفر الشيخ,مطوبس,,,197
766,766,,,كفر الشيخ,مطوبس,,,197
767,767,,,كفر الشيخ,مطوبس,,,197
768,768,,,كفر الشيخ,مطوبس,,,197
769,769,,,كفر الشيخ,مطوبس,,,197
770,770,,,كفر الشيخ,مطوبس,,,197
771,771,,,كفر الشيخ,مطوبس,,,197
772,772,,,كفر الشيخ,مطوبس,,,197
773,773,,,كفر الشيخ,مطوبس,,,197
774,774,,,كفر الشيخ,مطوبس,,,197
775,775,,,كفر الشيخ,مطوبس,,,197
776,776,,,كفر الشيخ,مطوبس,,,197
777,777,,,كفر الشيخ,مطوبس,,,197
778,778,,,كفر الشيخ,مطوبس,,,197
779,779,,,كفر الشيخ,مطوبس,,,197
780,780,,,كفر الشيخ,مطوبس,,,197
781,781,,,كفر الشيخ,مطوبس,,,197
782,782,,,كفر الشيخ,مطوبس,,,198
783,783,,,كفر الشيخ,مطوبس,,,197
784,784,,,كفر الشيخ,مطوبس,,,197
785,785,,,كفر الشيخ,مطوبس,,,197
786,786,,,كفر الشيخ,مطوبس,,,197
787,787,,,كفر الشيخ,مطوبس,,,197
788,788,,,كفر الشيخ,مطوبس,,,197
789,789,,,كفر الشيخ,مطوبس,,,197
790,790,,,كفر الشيخ,مطوبس,,,197
791,791,,,كفر الشيخ,مطوبس,,,197
792,792,,,كفر الشيخ,مطوبس,,,197
793,793,,,كفر الشيخ,مطوبس,,,197
794,794,,,كفر الشيخ,مطوبس,,,197
795,795,,,كفر الشيخ,مطوبس,,,197
796,796,,,كفر الشيخ,مطوبس,,,196
797,797,,,كفر الشيخ,مطوبس,,,197
798,798,,,كفر الشيخ,مطوبس,,,197
799,799,,,كفر الشيخ,مطوبس,,,197
800,800,,,كفر الشيخ,مطوبس,,,197
801,801,,,كفر الشيخ,مطوبس,,,196
802,802,,,كفر الشيخ,مطوبس,,,197
803,803,,,كفر الشيخ,مطوبس,,,197
804,804,,,كفر الشيخ,مطوبس,,,198
805,805,,,كفر الشيخ,مطوبس,,,197
806,806,,,كفر الشيخ,مطوبس,,,35
807,807,البصراط البتدائية,,كفر الشيخ,مطوبس,,,149
808,808,,,كفر الشيخ,مطوبس,,,197
809,809,,,كفر الشيخ,مطوبس,,,197
810,810,,,كفر الشيخ,مطوبس,,,198
811,811,,,كفر الشيخ,مطوبس,,,197
812,812,,,كفر الشيخ,مطوبس,,,197
813,813,,,كفر الشيخ,مطوبس,,,197
814,814,,,كفر الشيخ,مطوبس,,,197
815,815,,,كفر الشيخ,مطوبس,,,197
816,816,,,كفر الشيخ,مطوبس,,,197
817,817,,,كفر الشيخ,مطوبس,,,197
818,818,,,كفر الشيخ,مطوبس,,,197
819,819,,,كفر الشيخ,مطوبس,,,197
820,820,,,كفر الشيخ,مطوبس,,,197
821,821,,,كفر الشيخ,مطوبس,,,197
822,822,,,كفر الشيخ,مطوبس,,,197
823,823,,,كفر الشيخ,مطوبس,,,51
824,824,,,كفر الشيخ,مطوبس,,,152
825,825,,,كفر الشيخ,مطوبس,,,197
826,826,,,كفر الشيخ,مطوبس,,,197
827,827,,,كفر الشيخ,مطوبس,,,197
828,828,,,كفر الشيخ,مطوبس,,,197
829,829,,,كفر الشيخ,مطوبس,,,197
830,830,,,كفر الشيخ,مطوبس,,,197
831,831,,,كفر الشيخ,مطوبس,,,197
832,832,,,كفر الشيخ,مطوبس,,,197
833,833,,,كفر الشيخ,مطوبس,,,198
834,834,,,كفر الشيخ,مطوبس,,,197
835,835,,,كفر الشيخ,مطوبس,,,197
836,836,,,كفر الشيخ,مطوبس,,,197
837,837,,,كفر الشيخ,مطوبس,,,197
838,838,,,كفر الشيخ,مطوبس,,,197
839,839,,,كفر الشيخ,مطوبس,,,62
840,840,مطوبس البتدائية الجديدة,,كفر الشيخ,مطوبس,,,151
841,841,,,كفر الشيخ,مطوبس,,,197
842,842,,,كفر الشيخ,مطوبس,,,197
843,843,,,كفر الشيخ,مطوبس,,,197
844,844,,,كفر الشيخ,مطوبس,,,197
845,845,,,كفر الشيخ,مطوبس,,,197
846,846,,,كفر الشيخ,مطوبس,,,197
847,847,,,كفر الشيخ,مطوبس,,,197
848,848,,,كفر الشيخ,مطوبس,,,197
849,849,,,كفر الشيخ,مطوبس,,,197
850,850,,,كفر الشيخ,مطوبس,,,197
851,851,,,كفر الشيخ,مطوبس,,,197
852,852,,,كفر الشيخ,مطوبس,,,197
853,853,,,كفر الشيخ,مطوبس,,,197
854,854,,,كفر الشيخ,مطوبس,,,197
855,855,,,كفر الشيخ,مطوبس,,,197
856,856,,,كفر الشيخ,مطوبس,,,197
857,857,,,كفر الشيخ,مطوبس,,,199
858,858,,,كفر الشيخ,مطوبس,,,198
859,859,,,كفر الشيخ,مطوبس,,,197
860,860,,,كفر الشيخ,مطوبس,,,197
861,861,,,كفر الشيخ,مطوبس,,,197
862,862,,,كفر الشيخ,مطوبس,,,197
863,863,,,كفر الشيخ,مطوبس,,,197
864,864,,,كفر الشيخ,مطوبس,,,197
865,865,,,كفر الشيخ,مطوبس,,,197
866,866,,,كفر الشيخ,مطوبس,,,197
867,867,,,كفر الشيخ,مطوبس,,,197
868,868,,,كفر الشيخ,مطوبس,,,134
869,869,النجارين للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
870,870,,,كفر الشيخ,مطوبس,,,197
871,871,,,كفر الشيخ,مطوبس,,,197
872,872,,,كفر الشيخ,مطوبس,,,197
873,873,,,كفر الشيخ,مطوبس,,,197
874,874,,,كفر الشيخ,مطوبس,,,197
875,875,,,كفر الشيخ,مطوبس,,,197
876,876,,,كفر الشيخ,مطوبس,,,196
877,877,,,كفر الشيخ,مطوبس,,,197
878,878,,,كفر الشيخ,مطوبس,,,197
879,879,,,كفر الشيخ,مطوبس,,,198
880,880,,,كفر الشيخ,مطوبس,,,197
881,881,,,كفر الشيخ,مطوبس,,,197
882,882,,,كفر الشيخ,مطوبس,,,197
883,883,,,كفر الشيخ,مطوبس,,,197
884,884,,,كفر الشيخ,مطوبس,,,197
885,885,,,كفر الشيخ,مطوبس,,,103
886,886,,,كفر الشيخ,مطوبس,,,152
887,887,,,كفر الشيخ,مطوبس,,,197
888,888,,,كفر الشيخ,مطوبس,,,197
889,889,,,كفر الشيخ,مطوبس,,,197
890,890,,,كفر الشيخ,مطوبس,,,197
891,891,,,كفر الشيخ,مطوبس,,,197
892,892,,,كفر الشيخ,مطوبس,,,197
893,893,,,كفر الشيخ,مطوبس,,,197
894,894,,,كفر الشيخ,مطوبس,,,197
895,895,,,كفر الشيخ,مطوبس,,,197
896,896,,,كفر الشيخ,مطوبس,,,197
897,897,,,كفر الشيخ,مطوبس,,,197
898,898,,,كفر الشيخ,مطوبس,,,197
899,899,,,كفر الشيخ,مطوبس,,,197
900,900,,,كفر الشيخ,مطوبس,,,197
901,901,,,كفر الشيخ,مطوبس,,,197
902,902,,,كفر الشيخ,مطوبس,,,197
903,903,,,كفر الشيخ,مطوبس,,,197
904,904,,,كفر الشيخ,مطوبس,,,197
905,905,,,كفر الشيخ,مطوبس,,,197
906,906,,,كفر الشيخ,مطوبس,,,198
907,907,,,كفر الشيخ,مطوبس,,,197
908,908,,,كفر الشيخ,مطوبس,,,197
909,909,,,كفر الشيخ,مطوبس,,,197
910,910,,,كفر الشيخ,مطوبس,,,197
911,911,,,كفر الشيخ,مطوبس,,,197
912,912,,,كفر الشيخ,مطوبس,,,197
913,913,,,كفر الشيخ,مطوبس,,,197
914,914,,,كفر الشيخ,مطوبس,,,197
915,915,,,كفر الشيخ,مطوبس,,,197
916,916,,,كفر الشيخ,مطوبس,,,197
917,917,,,كفر الشيخ,مطوبس,,,197
918,918,,,كفر الشيخ,مطوبس,,,197
919,919,,,كفر الشيخ,مطوبس,,,197
920,920,,,كفر الشيخ,مطوبس,,,197
921,921,,,كفر الشيخ,مطوبس,,,197
922,922,,,كفر الشيخ,مطوبس,,,197
923,923,,,كفر الشيخ,مطوبس,,,197
924,924,,,كفر الشيخ,مطوبس,,,196
925,925,,,كفر الشيخ,مطوبس,,,197
926,926,,,كفر الشيخ,مطوبس,,,198
927,927,,,كفر الشيخ,مطوبس,,,198
928,928,,,كفر الشيخ,مطوبس,,,197
929,929,,,كفر الشيخ,مطوبس,,,197
930,930,,,كفر الشيخ,مطوبس,,,197
931,931,,,كفر الشيخ,مطوبس,,,198
932,932,,,كفر الشيخ,مطوبس,,,197
933,933,,,كفر الشيخ,مطوبس,,,63
934,934,,,كفر الشيخ,مطوبس,,,152
935,935,,,كفر الشيخ,مطوبس,,,197
936,936,,,كفر الشيخ,مطوبس,,,197
937,937,,,كفر الشيخ,مطوبس,,,197
938,938,,,كفر الشيخ,مطوبس,,,198
939,939,,,كفر الشيخ,مطوبس,,,197
940,940,,,كفر الشيخ,مطوبس,,,197
941,941,,,كفر الشيخ,مطوبس,,,197
942,942,,,كفر الشيخ,مطوبس,,,197
943,943,,,كفر الشيخ,مطوبس,,,197
944,944,,,كفر الشيخ,مطوبس,,,197
945,945,,,كفر الشيخ,مطوبس,,,196
946,946,,,كفر الشيخ,مطوبس,,,197
947,947,,,كفر الشيخ,مطوبس,,,197
948,948,,,كفر الشيخ,مطوبس,,,197
949,949,,,كفر الشيخ,مطوبس,,,197
950,950,,,كفر الشيخ,مطوبس,,,196
951,951,,,كفر الشيخ,مطوبس,,,197
952,952,,,كفر الشيخ,مطوبس,,,197
953,953,,,كفر الشيخ,مطوبس,,,198
954,954,,,كفر الشيخ,مطوبس,,,197
955,955,,,كفر الشيخ,مطوبس,,,197
956,956,,,كفر الشيخ,مطوبس,,,197
957,957,,,كفر الشيخ,مطوبس,,,197
958,958,,,كفر الشيخ,مطوبس,,,197
959,959,,,كفر الشيخ,مطوبس,,,197
960,960,,,كفر الشيخ,مطوبس,,,197
961,961,,,كفر الشيخ,مطوبس,,,197
962,962,,,كفر الشيخ,مطوبس,,,197
963,963,,,كفر الشيخ,مطوبس,,,197
964,964,,,كفر الشيخ,مطوبس,,,198
965,965,,,كفر الشيخ,مطوبس,,,197
966,966,,,كفر الشيخ,مطوبس,,,197
967,967,,,كفر الشيخ,مطوبس,,,198
968,968,,,كفر الشيخ,مطوبس,,,197
969,969,,,كفر الشيخ,مطوبس,,,198
970,970,,,كفر الشيخ,مطوبس,,,197
971,971,,,كفر الشيخ,مطوبس,,,197
972,972,,,كفر الشيخ,مطوبس,,,197
973,973,,,كفر الشيخ,مطوبس,,,197
974,974,,,كفر الشيخ,مطوبس,,,197
975,975,,,كفر الشيخ,مطوبس,,,197
976,976,,,كفر الشيخ,مطوبس,,,197
977,977,,,كفر الشيخ,مطوبس,,,197
978,978,,,كفر الشيخ,مطوبس,,,197
979,979,,,كفر الشيخ,مطوبس,,,65
980,980,مطوبس الثانوية بنات,,كفر الشيخ,مطوبس,,,151
981,981,,,كفر الشيخ,مطوبس,,,197
982,982,,,كفر الشيخ,مطوبس,,,197
983,983,,,كفر الشيخ,مطوبس,,,196
984,984,,,كفر الشيخ,مطوبس,,,197
985,985,,,كفر الشيخ,مطوبس,,,197
986,986,,,كفر الشيخ,مطوبس,,,197
987,987,,,كفر الشيخ,مطوبس,,,197
988,988,,,كفر الشيخ,مطوبس,,,197
989,989,,,كفر الشيخ,مطوبس,,,197
990,990,,,كفر الشيخ,مطوبس,,,197
991,991,,,كفر الشيخ,مطوبس,,,197
992,992,,,كفر الشيخ,مطوبس,,,197
993,993,,,كفر الشيخ,مطوبس,,,197
994,994,,,كفر الشيخ,مطوبس,,,197
995,995,,,كفر الشيخ,مطوبس,,,196
996,996,,,كفر الشيخ,مطوبس,,,198
997,997,,,كفر الشيخ,مطوبس,,,196
998,998,,,كفر الشيخ,مطوبس,,,197
999,999,,,كفر الشيخ,مطوبس,,,197
1000,1000,,,كفر الشيخ,مطوبس,,,197
1001,1001,,,كفر الشيخ,مطوبس,,,196
1002,1002,,,كفر الشيخ,مطوبس,,,198
1003,1003,,,كفر الشيخ,مطوبس,,,197
1004,1004,,,كفر الشيخ,مطوبس,,,198
1005,1005,,,كفر الشيخ,مطوبس,,,196
1006,1006,,,كفر الشيخ,مطوبس,,,153
1007,1007,عزبة الشاعر للتعليم الساسى,,كفر الشيخ,مطوبس,,,152
1008,1008,,,كفر الشيخ,مطوبس,,,197
1009,1009,,,كفر الشيخ,مطوبس,,,197
1010,1010,,,كفر الشيخ,مطوبس,,,197
1011,1011,,,كفر الشيخ,مطوبس,,,197
1012,1012,,,كفر الشيخ,مطوبس,,,197
1013,1013,,,كفر الشيخ,مطوبس,,,197
1014,1014,,,كفر الشيخ,مطوبس,,,197
1015,1015,,,كفر الشيخ,مطوبس,,,197
1016,1016,,,كفر الشيخ,مطوبس,,,197
1017,1017,,,كفر الشيخ,مطوبس,,,197
1018,1018,,,كفر الشيخ,مطوبس,,,197
1019,1019,,,كفر الشيخ,مطوبس,,,197
1020,1020,,,كفر الشيخ,مطوبس,,,198
1021,1021,,,كفر الشيخ,مطوبس,,,160
